Row ID;Order ID;Data da Venda;Prioridade;Quantidade;Valor da Venda;Desconto;Forma de Envio;Lucro;Preço Unitário;Custo de Envio;Nome do Cliente;Cidade;CEP;Estado;Região;País;Segmento do Cliente;Categoria do Produto;Sub-Categoria do Produto;Nome do Produto;Embalagem;Margem;Data de Envio
3015;21696;21/10/10;Média;14;278,27;0,02;Aéreo Normal;-51,91;19,35;12,79;Marc Crier;Curitiba;72116;Paraná;Sul;Brasil;Consumidor;Material de Escritório;Capas e Acessórios;GBC Durable Plastic Covers;Small Box;0,39;22/10/10
3220;23106;20/10/10;Média;35;25313,34;0,05;Transporte Rodoviário;8612,11;810,98;16,06;Liz MacKendrick;Porto Alegre;23111;Rio Grande do Sul;Sul;Brasil;Corporativo;Tecnologia;Máquinas de Escritório;Okidata ML591 Wide Format Dot Matrix Printer;Jumbo Drum;0,56;22/10/10
4524;32193;20/10/10;Baixa;4;40,72;0,1;Aéreo Rápido;-10,25;6,68;6,93;Chad Cunningham;Goiânia;61604;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Material de Escritório;Papel;HP Office Paper (20Lb. and 87 Bright);Small Box;0,37;22/10/10
4208;29895;20/10/10;Média;43;7286,65;0,03;Transporte Rodoviário;474,89;160,98;35,02;Theresa Coyne;Formosa;77642;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Mobiliário;Estantes;Rush Hierlooms Collection Rich Wood Bookcases;Jumbo Box;0,72;21/10/10
6873;48963;19/10/10;Não Especificada;12;81,87;0,07;Aéreo Normal;-31,14;6,48;5,94;David Flashing;Belo Horizonte;01605;Minas Gerais;Sudeste;Brasil;Escritório em Casa;Material de Escritório;Papel;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";Small Box;0,37;21/10/10
7715;55297;19/10/10;Média;29;566,66;0,1;Aéreo Normal;60,59;19,98;8,68;Jamie Frazer;Maringá;32720;Paraná;Sul;Brasil;Pequenas Empresas;Material de Escritório;Papel;Southworth 25% Cotton Premium Laser Paper and Envelopes;Small Box;0,37;21/10/10
7611;54467;18/10/10;Baixa;30;146,72;0,06;Aéreo Normal;18,26;5,08;2,03;Bradley Drucker;Recife;92683;Pernambuco;Nordeste;Brasil;Pequenas Empresas;Mobiliário;Mobiliário de Escritório;Master Caster Door Stop, Brown;Wrap Bag;0,51;20/10/10
7610;54467;18/10/10;Baixa;37;436,67;0,06;Aéreo Normal;51,91;11,58;5,72;Bradley Drucker;Recife;92683;Pernambuco;Nordeste;Brasil;Pequenas Empresas;Material de Escritório;Envelopes;Peel & Seel® Recycled Catalog Envelopes, Brown;Small Box;0,35;20/10/10
5095;36323;18/10/10;Alta;5;85,89;0,08;Aéreo Normal;-48,88;15,98;6,5;Maurice Satty;Maringá;34639;Paraná;Sul;Brasil;Corporativo;Tecnologia;Periféricos;Logitech Access Keyboard;Small Box;0,48;20/10/10
4396;31301;18/10/10;Baixa;31;109,78;0,06;Aéreo Normal;43,77;3,75;0,5;Duane Huffman;Formosa;75146;Goiás;Centro-Oeste;Brasil;Consumidor;Material de Escritório;Etiquetas;Avery 510;Small Box;0,37;20/10/10
3192;22912;16/10/10;Baixa;33;10168,23;0,03;Aéreo Rápido;4141,80;304,99;19,99;Juliana Krohn;Recife;94110;Pernambuco;Nordeste;Brasil;Corporativo;Material de Escritório;Capas e Acessórios;Ibico Hi-Tech Manual Binding System;Small Box;0,4;20/10/10
708;4965;20/10/10;Baixa;14;1068,79;0,07;Aéreo Normal;56,05;76,72;19,95;Paul Lucas;Belo Horizonte;02184;Minas Gerais;Sudeste;Brasil;Corporativo;Material de Escritório;Eletrodomésticos;Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room;Large Box;0,54;20/10/10
57;325;16/10/10;Baixa;9;884,1275;0,06;Aéreo Normal;-178,71;115,99;4,23;Craig Yedwab;Vitória;04073;Espírito Santo;Sudeste;Brasil;Corporativo;Tecnologia;Telefones e Comunicação;282;Small Box;0,56;20/10/10
1;3;13/10/10;Baixa;6;261,54;0,04;Aéreo Normal;-213,25;38,94;35;Muhammed MacIntyre;Manaus;60035;Amazonas;Norte;Brasil;Pequenas Empresas;Material de Escritório;Armazenamento e Organização;Eldon Base for stackable storage shelf, platinum;Large Box;0,8;20/10/10
4225;30023;15/10/10;Baixa;34;16193,16;0,02;Transporte Rodoviário;6463,34;449,99;49;Giulietta Dortch;São Paulo;07644;São Paulo;Sudeste;Brasil;Consumidor;Tecnologia;Copiadoras e fax;Canon PC940 Copier;Jumbo Drum;0,38;19/10/10
8021;57314;12/10/10;Baixa;26;1976,3945;0;Aéreo Normal;473,36;85,99;2,79;Patrick O'Brill;Anápolis;49201;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Tecnologia;Telefones e Comunicação;6340;Small Box;0,58;19/10/10
1873;13476;16/10/10;Não Especificada;47;231,29;0,09;Aéreo Rápido;-147,86;4,91;5,68;Noel Staavos;São Paulo;07203;São Paulo;Sudeste;Brasil;Escritório em Casa;Material de Escritório;Capas e Acessórios;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";Small Box;0,36;18/10/10
4412;31492;15/10/10;Crítica;34;971,95;0,09;Aéreo Rápido;-21,10;29,74;6,64;Nicole Hansen;Goiânia;60102;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Material de Escritório;Armazenamento e Organização;Acco Perma® 2700 Stacking Storage Drawers;Small Box;0,7;18/10/10
5899;41826;16/10/10;Média;4;63,93;0,03;Aéreo Rápido;40,63;9,77;6,02;Chuck Sachs;Vitória;04005;Espírito Santo;Sudeste;Brasil;Consumidor;Mobiliário;Mobiliário de Escritório;DAX Solid Wood Frames;Medium Box;0,48;18/10/10
5900;41826;16/10/10;Média;2;570,98;0,05;Transporte Rodoviário;-340,48;258,98;54,31;Chuck Sachs;São Paulo;08232;São Paulo;Sudeste;Brasil;Consumidor;Mobiliário;Cadeiras;Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs;Jumbo Drum;0,55;18/10/10
7235;51584;17/10/10;Crítica;48;5620,2;0,01;Transporte Rodoviário;176,04;110,98;30;Rob Haberlin;Cuiabá;51106;Mato Grosso;Centro-Oeste;Brasil;Corporativo;Mobiliário;Cadeiras;Office Star Flex Back Scooter Chair with White Frame;Jumbo Drum;0,71;18/10/10
1871;13476;16/10/10;Não Especificada;3;173,33;0,09;Aéreo Normal;-121,39;52,99;19,99;Noel Staavos;Belo Horizonte;01810;Minas Gerais;Sudeste;Brasil;Escritório em Casa;Material de Escritório;Armazenamento e Organização;Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black;Small Box;0,81;17/10/10
4227;30023;15/10/10;Baixa;28;10253,75;0,1;Transporte Rodoviário;3256,81;400,97;48,26;Giulietta Dortch;Belo Horizonte;01867;Minas Gerais;Sudeste;Brasil;Consumidor;Tecnologia;Máquinas de Escritório;Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer;Jumbo Box;0,36;17/10/10
4411;31492;15/10/10;Crítica;26;321,68;0,04;Aéreo Normal;-12,25;11,97;4,98;Nicole Hansen;Goiânia;60102;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Material de Escritório;Eletrodomésticos;Staples 6 Outlet Surge;Small Box;0,58;17/10/10
7048;50307;15/10/10;Baixa;32;1734,31;0,06;Aéreo Rápido;647,25;54,96;10,75;Bill Overfelt;Ribeirão Pires;43015;São Paulo;Sudeste;Brasil;Corporativo;Material de Escritório;Papel;Xerox 1940;Small Box;0,36;17/10/10
748;5350;09/10/10;Baixa;50;7017,42;0,08;Aéreo Normal;595,20;140,85;19,99;Carl Weiss;Porto Alegre;39701;Rio Grande do Sul;Sul;Brasil;Consumidor;Material de Escritório;Armazenamento e Organização;Fellowes Strictly Business® Drawer File, Letter/Legal Size;Small Box;0,73;16/10/10
1872;13476;16/10/10;Não Especificada;31;972,35;0,05;Aéreo Normal;10,96;30,73;4;Noel Staavos;Rio de Janeiro;02863;Rio de Janeiro;Sudeste;Brasil;Escritório em Casa;Tecnologia;Periféricos;Fellowes 17-key keypad for PS/2 interface;Small Box;0,75;16/10/10
2020;14402;14/10/10;Média;1;184,46;0,05;Transporte Rodoviário;-106,33;160,98;30;Jessica Myrick;São Paulo;15131;São Paulo;Sudeste;Brasil;Pequenas Empresas;Mobiliário;Cadeiras;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Jumbo Drum;0,62;16/10/10
2893;20868;09/10/10;Baixa;9;1609,19;0,03;Aéreo Normal;188,91;178,47;19,99;Rob Williams;Maceió;85224;Alagoas;Nordeste;Brasil;Escritório em Casa;Material de Escritório;Armazenamento e Organização;Hot File® 7-Pocket, Floor Stand;Small Box;0,55;16/10/10
4413;31492;15/10/10;Crítica;23;2149,03;0,03;Aéreo Normal;-235,56;95,43;19,99;Nicole Hansen;Goiânia;60102;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Material de Escritório;Armazenamento e Organização;Fellowes Stor/Drawer® Steel Plus™ Storage Drawers;Small Box;0,79;16/10/10
5992;42467;14/10/10;Alta;39;1235,29;0;Aéreo Rápido;53,63;30,98;6,5;Julia Barnett;Recife;92105;Pernambuco;Nordeste;Brasil;Escritório em Casa;Tecnologia;Periféricos;Belkin ErgoBoard™ Keyboard;Small Box;0,64;16/10/10
5993;42467;14/10/10;Alta;12;1928,327;0,09;Aéreo Normal;-253,37;195,99;8,99;Julia Barnett;Recife;92105;Pernambuco;Nordeste;Brasil;Escritório em Casa;Tecnologia;Telefones e Comunicação;T28 WORLD;Small Box;0,6;16/10/10
6997;49986;14/10/10;Crítica;39;110,36;0,05;Aéreo Normal;8,60;2,84;0,93;Joseph Airdo;Cuiabá;63141;Mato Grosso;Centro-Oeste;Brasil;Consumidor;Material de Escritório;Canetas e materiais de arte;SANFORD Liquid Accent™ Tank-Style Highlighters;Wrap Bag;0,54;16/10/10
8020;57314;12/10/10;Baixa;22;846,35;0,04;Aéreo Rápido;341,53;37,94;5,08;Patrick O'Brill;Anápolis;49201;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Material de Escritório;Papel;Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate;Wrap Bag;0,38;16/10/10
226;1507;13/10/10;Média;29;4345,86;0,09;Aéreo Normal;126,62;152,48;4;Harold Ryan;São Paulo;43081;São Paulo;Sudeste;Brasil;Escritório em Casa;Tecnologia;Periféricos;Adesso Programmable 142-Key Keyboard;Small Box;0,79;15/10/10
1867;13440;13/10/10;Não Especificada;22;971,82;0,07;Aéreo Normal;326,39;43,98;1,99;Jim Mitchum;Corumbá de Goiás;77301;Goiás;Centro-Oeste;Brasil;Consumidor;Tecnologia;Periféricos;Memorex 80 Minute CD-R Spindle, 100/Pack;Small Pack;0,44;15/10/10
3693;26401;13/10/10;Média;1;415;0,07;Aéreo Normal;-199,31;420,98;19,99;Dave Poirier;Vitória;04330;Espírito Santo;Sudeste;Brasil;Pequenas Empresas;Material de Escritório;Capas e Acessórios;GBC DocuBind 200 Manual Binding Machine;Small Box;0,35;15/10/10
4228;30023;15/10/10;Baixa;36;840,24;0;Aéreo Normal;19,73;21,38;8,99;Giulietta Dortch;Vitória;04901;Espírito Santo;Sudeste;Brasil;Consumidor;Material de Escritório;Canetas e materiais de arte;Boston 1730 StandUp Electric Pencil Sharpener;Small Pack;0,59;15/10/10
6005;42529;10/10/10;Baixa;8;57,15;0,03;Aéreo Normal;-33,95;5,98;7,5;Bobby Elias;Recife;94403;Pernambuco;Nordeste;Brasil;Pequenas Empresas;Material de Escritório;Papel;Xerox 1920;Small Box;0,4;15/10/10
7047;50307;15/10/10;Baixa;31;536,83;0,06;Aéreo Normal;161,37;17,48;1,99;Bill Overfelt;Ribeirão Pires;45406;São Paulo;Sudeste;Brasil;Corporativo;Tecnologia;Periféricos;Maxell Pro 80 Minute CD-R, 10/Pack;Small Pack;0,45;15/10/10
967;7015;12/10/10;Não Especificada;47;1880,8;0,07;Aéreo Normal;775,88;40,98;1,99;Matt Abelman;Anápolis;55434;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Tecnologia;Periféricos;Imation Printable White 80 Minute CD-R Spindle, 50/Pack;Small Pack;0,44;14/10/10
1037;7559;12/10/10;Crítica;9;90,37;0,05;Aéreo Normal;-374,82;4,48;49;Patrick Ryan;Florianópolis;31707;Santa Catarina;Sul;Brasil;Corporativo;Material de Escritório;Eletrodomésticos;Hoover Portapower™ Portable Vacuum;Large Box;0,6;14/10/10
4896;34849;12/10/10;Crítica;3;11,76;0,1;Aéreo Normal;-2,83;4,13;0,5;Lycoris Saunders;Porto Alegre;28081;Rio Grande do Sul;Sul;Brasil;Escritório em Casa;Material de Escritório;Etiquetas;Avery 506;Small Box;0,39;14/10/10
5255;37410;12/10/10;Média;45;18775,76;0,03;Transporte Rodoviário;8504,47;400,97;48,26;Chuck Clark;Anápolis;48841;Goiás;Centro-Oeste;Brasil;Corporativo;Tecnologia;Máquinas de Escritório;Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer;Jumbo Box;0,36;14/10/10
5991;42467;14/10/10;Alta;10;238,88;0,01;Aéreo Normal;-48,21;22,38;15,1;Julia Barnett;Recife;92105;Pernambuco;Nordeste;Brasil;Escritório em Casa;Material de Escritório;Capas e Acessórios;Avery Flip-Chart Easel Binder, Black;Small Box;0,38;14/10/10
6004;42529;10/10/10;Baixa;2;6,34;0,08;Aéreo Normal;-4,44;2,78;0,97;Bobby Elias;São Paulo;07032;São Paulo;Sudeste;Brasil;Pequenas Empresas;Material de Escritório;Canetas e materiais de arte;Newell 339;Wrap Bag;0,59;14/10/10
6006;42529;10/10/10;Baixa;48;2996,93;0,04;Aéreo Normal;1060,87;60,22;3,5;Bobby Elias;São Paulo;07666;São Paulo;Sudeste;Brasil;Pequenas Empresas;Material de Escritório;Eletrodomésticos;Fellowes Smart Surge Ten-Outlet Protector, Platinum;Small Box;0,57;14/10/10
968;7015;12/10/10;Não Especificada;42;7143,927;0,02;Aéreo Rápido;2374,73;195,99;4,2;Matt Abelman;Anápolis;55434;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Tecnologia;Telefones e Comunicação;T65;Small Box;0,56;13/10/10
1038;7559;12/10/10;Crítica;39;806,05;0,04;Aéreo Normal;-63,39;20,95;5,99;Patrick Ryan;Florianópolis;31707;Santa Catarina;Sul;Brasil;Corporativo;Tecnologia;Periféricos;Fellowes Basic 104-Key Keyboard, Platinum;Small Box;0,65;13/10/10
2799;20192;06/10/10;Baixa;35;1624,67;0,04;Aéreo Normal;504,35;45,19;1,99;Henia Zydlo;Curitiba;33134;Paraná;Sul;Brasil;Escritório em Casa;Tecnologia;Periféricos;Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus;Small Pack;0,55;13/10/10
3133;22469;11/10/10;Alta;24;1482,81;0,03;Aéreo Normal;-678,63;60,98;49;Jack Lebron;Campo Grande;46060;Mato Grosso do Sul;Centro-Oeste;Brasil;Corporativo;Material de Escritório;Eletrodomésticos;Euro Pro Shark Stick Mini Vacuum;Large Box;0,59;13/10/10
3134;22469;11/10/10;Alta;23;6693,28;0,02;Aéreo Normal;40,32;290,98;69;Jack Lebron;Campo Grande;46060;Mato Grosso do Sul;Centro-Oeste;Brasil;Corporativo;Mobiliário;Mesas;Hon 5100 Series Wood Tables;Large Box;0,67;13/10/10
3135;22469;11/10/10;Alta;44;275,91;0,1;Aéreo Normal;-162,37;7,99;5,03;Jack Lebron;Goiânia;60544;Goiás;Centro-Oeste;Brasil;Corporativo;Tecnologia;Telefones e Comunicação;Bell Sonecor JB700 Caller ID;Medium Box;0,6;13/10/10
4571;32519;08/10/10;Baixa;8;85,36;0,09;Aéreo Normal;-23,82;10,89;4,5;Jill Stevenson;Loanda;33445;Paraná;Sul;Brasil;Consumidor;Material de Escritório;Eletrodomésticos;Belkin 6 Outlet Metallic Surge Strip;Small Box;0,59;13/10/10
4897;34849;12/10/10;Crítica;22;100,13;0,08;Aéreo Normal;19,77;4,73;1,52;Lycoris Saunders;Porto Alegre;28081;Rio Grande do Sul;Sul;Brasil;Escritório em Casa;Material de Escritório;Papel;While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle;Wrap Bag;0,36;13/10/10
4898;34849;12/10/10;Crítica;3;1192,93;0,07;Aéreo Normal;-434,81;419,19;19,99;Lycoris Saunders;Porto Alegre;28081;Rio Grande do Sul;Sul;Brasil;Escritório em Casa;Material de Escritório;Armazenamento e Organização;Smead Adjustable Mobile File Trolley with Lockable Top;Small Box;0,58;13/10/10
5695;40259;12/10/10;Média;4;29,05;0,08;Aéreo Rápido;-20,90;4,98;4,32;Theone Pippenger;Anápolis;55060;Goiás;Centro-Oeste;Brasil;Corporativo;Tecnologia;Periféricos;DS/HD IBM Formatted Diskettes, 10/Pack - Staples;Small Pack;0,64;13/10/10
6739;47972;11/10/10;Média;46;7685,62;0,02;Aéreo Rápido;1952,15;165,2;19,99;Brendan Murry;Recife;95020;Pernambuco;Nordeste;Brasil;Corporativo;Material de Escritório;Armazenamento e Organização;Economy Rollaway Files;Small Box;0,59;13/10/10
637;4455;10/10/10;Média;39;279,29;0,07;Aéreo Normal;14,15;7,59;4;Michael Paige;São Paulo;07040;São Paulo;Sudeste;Brasil;Pequenas Empresas;Mobiliário;Mobiliário de Escritório;Master Giant Foot® Doorstop, Safety Yellow;Wrap Bag;0,42;12/10/10
2465;17952;11/10/10;Média;28;430,13;0,02;Aéreo Normal;2,33;14,42;6,75;Ken Dana;Salvador;59715;Bahia;Nordeste;Brasil;Pequenas Empresas;Material de Escritório;Eletrodomésticos;Holmes Odor Grabber;Medium Box;0,52;12/10/10
6665;47460;10/10/10;Crítica;12;31,6;0,1;Aéreo Normal;-3,64;2,84;0,93;Jamie Kunitz;Goiânia;60123;Goiás;Centro-Oeste;Brasil;Corporativo;Material de Escritório;Canetas e materiais de arte;SANFORD Liquid Accent™ Tank-Style Highlighters;Wrap Bag;0,54;12/10/10
7843;56099;05/10/10;Baixa;6;96,03;0,1;Aéreo Normal;-59,39;15,7;11,25;Michelle Moray;Itajaí;71301;Santa Catarina;Sul;Brasil;Corporativo;Material de Escritório;Armazenamento e Organização;Hanging Personal Folder File;Small Box;0,6;12/10/10
7844;56099;05/10/10;Baixa;11;122,35;0,02;Aéreo Normal;-13,55;10,98;3,99;Michelle Moray;Itajaí;40475;Santa Catarina;Sul;Brasil;Corporativo;Material de Escritório;Eletrodomésticos;Staples Surge Protector 6 outlet;Small Box;0,58;12/10/10
747;5350;09/10/10;Baixa;39;434,73;0,03;Aéreo Normal;-12,20;11,33;6,12;Carl Weiss;Fortaleza;89701;Ceará;Nordeste;Brasil;Consumidor;Material de Escritório;Eletrodomésticos;Holmes Replacement Filter for HEPA Air Cleaner, Medium Room;Medium Box;0,42;11/10/10
1352;9860;10/10/10;Crítica;43;319,69;0;Aéreo Normal;-73,66;7,28;3,52;Kimberly Carter;Cuiabá;52402;Mato Grosso;Centro-Oeste;Brasil;Escritório em Casa;Tecnologia;Periféricos;"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack";Small Pack;0,68;11/10/10
2853;20545;09/10/10;Não Especificada;31;1276,04;0,02;Aéreo Normal;554,95;40,99;5,86;Sean Miller;Formosa;54901;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Material de Escritório;Papel;Xerox 1919;Small Box;0,36;11/10/10
2854;20545;09/10/10;Não Especificada;40;2894,68;0,02;Aéreo Normal;-1754,39;71,37;69;Sean Miller;Formosa;54901;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Mobiliário;Mesas;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;Large Box;0,68;11/10/10
6797;48452;09/10/10;Alta;32;1859,01;0,09;Transporte Rodoviário;-588,90;60,98;30;Giulietta Weimer;Anápolis;49017;Goiás;Centro-Oeste;Brasil;Corporativo;Mobiliário;Cadeiras;Novimex Fabric Task Chair;Jumbo Drum;0,7;11/10/10
6800;48452;09/10/10;Alta;15;73,41;0,08;Aéreo Normal;-44,79;4,91;4,97;Giulietta Weimer;Anápolis;48708;Goiás;Centro-Oeste;Brasil;Corporativo;Material de Escritório;Capas e Acessórios;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";Small Box;0,38;11/10/10
6801;48452;09/10/10;Alta;28;43,66;0,04;Aéreo Normal;5,77;1,48;0,7;Giulietta Weimer;Anápolis;48708;Goiás;Centro-Oeste;Brasil;Corporativo;Material de Escritório;Elásticos;Binder Clips by OIC;Wrap Bag;0,37;11/10/10
7402;52800;10/10/10;Não Especificada;13;26,08;0,1;Aéreo Normal;-27,29;1,86;2,58;Todd Boyes;Novo Gama;54401;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Material de Escritório;Elásticos;Super Bands, 12/Pack;Wrap Bag;0,82;11/10/10
7689;55136;09/10/10;Crítica;29;134,68;0,1;Aéreo Normal;-66,46;4,98;4,7;William Brown;Itajaí;31204;Santa Catarina;Sul;Brasil;Escritório em Casa;Material de Escritório;Papel;Staples Copy Paper (20Lb. and 84 Bright);Small Box;0,38;11/10/10
8044;57475;04/10/10;Baixa;32;167,07;0,04;Aéreo Normal;-93,23;4,91;5,68;Tony Sayre;Maringá;36701;Paraná;Sul;Brasil;Escritório em Casa;Material de Escritório;Capas e Acessórios;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";Small Box;0,36;11/10/10
1399;10147;09/10/10;Alta;22;96,75;0,04;Aéreo Normal;-72,91;4,24;5,41;Jennifer Halladay;Douradina;74006;Mato Grosso do Sul;Centro-Oeste;Brasil;Escritório em Casa;Material de Escritório;Capas e Acessórios;Storex DuraTech Recycled Plastic Frosted Binders;Small Box;0,35;10/10/10
2852;20545;09/10/10;Não Especificada;1;361,94;0,05;Transporte Rodoviário;-163,58;284,98;69,55;Sean Miller;Formosa;54901;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Mobiliário;Cadeiras;Global Commerce™ Series High-Back Swivel/Tilt Chairs;Jumbo Drum;0,6;10/10/10
6279;44450;09/10/10;Crítica;14;243,23;0,07;Aéreo Normal;35,33;17,48;1,99;Sean Wendt;Anápolis;55345;Goiás;Centro-Oeste;Brasil;Corporativo;Tecnologia;Periféricos;Maxell Pro 80 Minute CD-R, 10/Pack;Small Pack;0,45;10/10/10
6657;47360;08/10/10;Não Especificada;25;2200,64;0,05;Transporte Rodoviário;-514,18;89,99;42;Frank Hawley;Olinda;82604;Pernambuco;Nordeste;Brasil;Escritório em Casa;Mobiliário;Cadeiras;Global Leather Task Chair, Black;Jumbo Drum;0,66;10/10/10
6799;48452;09/10/10;Alta;44;185,32;0,03;Aéreo Normal;-192,56;4,18;6,92;Giulietta Weimer;Anápolis;49017;Goiás;Centro-Oeste;Brasil;Corporativo;Mobiliário;Mobiliário de Escritório;Eldon® Image Series Desk Accessories, Burgundy;Small Box;0,49;10/10/10
7383;52641;08/10/10;Não Especificada;6;834,2155;0,02;Aéreo Normal;-449,42;155,99;8,08;Julia Dunbar;Itajaí;30188;Santa Catarina;Sul;Brasil;Consumidor;Tecnologia;Telefones e Comunicação;300 Series Non-Flip;Small Box;0,6;10/10/10
1040;7619;08/10/10;Não Especificada;8;141,77;0,02;Aéreo Normal;-24,48;17,48;1,99;Sally Hughsby;São Paulo;44070;São Paulo;Sudeste;Brasil;Consumidor;Tecnologia;Periféricos;Maxell Pro 80 Minute CD-R, 10/Pack;Small Pack;0,45;09/10/10
1216;8933;07/10/10;Alta;30;688,02;0,06;Aéreo Normal;154,99;22,98;7,58;Lori Olson;Curitiba;35904;Paraná;Sul;Brasil;Consumidor;Mobiliário;Mobiliário de Escritório;"Seth Thomas 12"" Clock w/ Goldtone Case";Small Box;0,51;09/10/10
2248;16194;07/10/10;Não Especificada;24;2435,5135;0,08;Aéreo Normal;315,49;125,99;4,2;Benjamin Venier;Vitória;04401;Espírito Santo;Sudeste;Brasil;Pequenas Empresas;Tecnologia;Telefones e Comunicação;V3682;Small Box;0,59;09/10/10
2421;17568;08/10/10;Não Especificada;31;512,87;0;Aéreo Normal;170,69;16,48;1,99;Brad Thomas;Recife;94024;Pernambuco;Nordeste;Brasil;Escritório em Casa;Tecnologia;Periféricos;Maxell DVD-RAM Discs;Small Pack;0,42;09/10/10
3925;27974;07/10/10;Alta;31;813,41;0,09;Aéreo Rápido;284,65;28,48;1,99;Art Foster;João Pessoa;80232;Paraíba;Nordeste;Brasil;Escritório em Casa;Tecnologia;Periféricos;Memorex 4.7GB DVD+RW, 3/Pack;Small Pack;0,4;09/10/10
4822;34246;07/10/10;Crítica;27;322,69;0,01;Aéreo Normal;1,91;11,58;6,97;Thomas Seio;Goiânia;60452;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Material de Escritório;Envelopes;Peel & Seel® Recycled Catalog Envelopes, Brown;Small Box;0,35;09/10/10
6280;44450;09/10/10;Crítica;24;1326,51;0,03;Aéreo Normal;58,17;65,99;8,99;Sean Wendt;Anápolis;55345;Goiás;Centro-Oeste;Brasil;Corporativo;Tecnologia;Telefones e Comunicação;StarTAC Analog;Small Box;0,6;09/10/10
6798;48452;09/10/10;Alta;19;1781,11;0,1;Aéreo Normal;51,44;99,99;19,99;Giulietta Weimer;Anápolis;49017;Goiás;Centro-Oeste;Brasil;Corporativo;Tecnologia;Periféricos;U.S. Robotics 56K Internet Call Modem;Small Box;0,5;09/10/10
1215;8933;07/10/10;Alta;37;1520,26;0,04;Aéreo Normal;640,84;42,8;2,99;Lori Olson;Curitiba;35904;Paraná;Sul;Brasil;Consumidor;Material de Escritório;Capas e Acessórios;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";Small Box;0,36;08/10/10
3213;23046;06/10/10;Crítica;33;292,75;0,08;Aéreo Normal;93,33;8,95;2,01;Adam Shillingsburg;Teresina;97526;Piauí;Nordeste;Brasil;Corporativo;Material de Escritório;Papel;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";Wrap Bag;0,39;08/10/10
3923;27974;07/10/10;Alta;35;897,42;0,08;Aéreo Normal;127,17;26,64;5,3;Art Foster;São Paulo;17331;São Paulo;Sudeste;Brasil;Escritório em Casa;Mobiliário;Cadeiras;SAFCO Optional Arm Kit for Workspace® Cribbage Stacking Chair;Medium Box;;08/10/10
3924;27974;07/10/10;Alta;27;306,02;0,08;Aéreo Normal;-6,70;12,07;6,2;Art Foster;São Paulo;17331;São Paulo;Sudeste;Brasil;Escritório em Casa;Mobiliário;Mobiliário de Escritório;Eldon® 500 Class™ Desk Accessories;Wrap Bag;0,52;08/10/10
4718;33600;06/10/10;Baixa;42;187,28;0,06;Aéreo Normal;-94,36;4,28;4,79;Sonia Sunley;Brasília;66048;Distrito Federal;Centro-Oeste;Brasil;Corporativo;Material de Escritório;Papel;Xerox 1962;Small Box;0,4;08/10/10
4817;34244;29/09/10;Baixa;25;205,3;0;Aéreo Rápido;-89,56;7,37;5,53;Duane Huffman;Formosa;78041;Goiás;Centro-Oeste;Brasil;Consumidor;Tecnologia;Periféricos;"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box";Small Pack;0,69;08/10/10
4820;34246;07/10/10;Crítica;49;199,86;0,03;Aéreo Normal;-257,11;4,06;6,89;Thomas Seio;Goiânia;60062;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Material de Escritório;Eletrodomésticos;Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac;Small Box;0,6;08/10/10
